request_id,phase,dispatch_group,dispatch_group_size,session_id,turn_id,prompt_tokens,reused_prefix_tokens_est,appended_tokens_est,reuse_ratio_est,expected_external_hit,max_tokens,source_dataset,source_row_index,source_row_id,source_row_name,source_num_steps,source_total_tokens,submit_ts_unix_ms,response_finish_ts_unix_ms,post_metrics_ts_unix_ms,elapsed_ms,group_submit_ts_unix_ms,group_response_finish_ts_unix_ms,group_post_metrics_ts_unix_ms,group_elapsed_ms,response_id,usage_prompt_tokens,usage_completion_tokens,http_status,error,metrics_error,lmcache_requested_tokens,lmcache_hit_tokens,lmcache_vllm_hit_tokens,lmcache_remote_read_bytes,lmcache_remote_write_bytes,lmcache_remote_read_requests,lmcache_remote_write_requests,lmcache_hit_ratio,lmcache_remote_read_GiB,lmcache_remote_write_GiB,group_lmcache_requested_tokens,group_lmcache_hit_tokens,group_lmcache_vllm_hit_tokens,group_lmcache_remote_read_bytes,group_lmcache_remote_write_bytes,group_lmcache_remote_read_requests,group_lmcache_remote_write_requests,group_lmcache_hit_ratio,group_lmcache_remote_read_GiB,group_lmcache_remote_write_GiB,metrics_attribution_scope
tb_session_00_turn_000_seed,seed,seed_tb_session_00,1,tb_session_00,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,928,e2efa762-2993-4757-93cf-95438881fe2a,bn-fit-modify,86,54155,1775016670750,1775016674098,1775016675309,3348,1775016670750,1775016674098,1775016675309,3348,cmpl-87155475da5cffd2,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,3623878656,0,96,0.0,0.0,3.375,dispatch_group
tb_session_00_turn_001_reuse,reuse,reuse_round_001,12,tb_session_00,1,24832,24576,256,0.9896907216494846,1,16,yoonholee/terminalbench-trajectories,928,e2efa762-2993-4757-93cf-95438881fe2a,bn-fit-modify,86,54155,1775016675318,1775016680097,1775016712844,4779,1775016675318,1775016711619,1775016712844,36301,cmpl-9bc1c04535fce2ef,24832,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,37888,37888,0,5586812928,30500978688,8,808,1.0,5.203125,28.40625,dispatch_group
tb_session_01_turn_001_reuse,reuse,reuse_round_001,12,tb_session_01,1,24832,24576,256,0.9896907216494846,1,16,yoonholee/terminalbench-trajectories,275,1b7f4d3c-01fe-4cb7-bdcf-647d5e9d0fe2,adaptive-rejection-sampler,149,47406,1775016675320,1775016683302,1775016712844,7982,1775016675318,1775016711619,1775016712844,36301,cmpl-9caaffe1ce797e60,24832,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,37888,37888,0,5586812928,30500978688,8,808,1.0,5.203125,28.40625,dispatch_group
tb_session_02_turn_001_reuse,reuse,reuse_round_001,12,tb_session_02,1,24832,24576,256,0.9896907216494846,1,16,yoonholee/terminalbench-trajectories,534,926cd05d-a646-4d89-a419-00d3e0e47813,adaptive-rejection-sampler,48,47396,1775016675321,1775016687054,1775016712844,11733,1775016675318,1775016711619,1775016712844,36301,cmpl-8e6b2507e5e3809e,24832,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,37888,37888,0,5586812928,30500978688,8,808,1.0,5.203125,28.40625,dispatch_group
tb_session_03_turn_001_reuse,reuse,reuse_round_001,12,tb_session_03,1,24832,24576,256,0.9896907216494846,1,16,yoonholee/terminalbench-trajectories,925,66a2bc88-1106-47ae-83c4-08a16b336328,bn-fit-modify,60,45527,1775016675323,1775016689832,1775016712844,14509,1775016675318,1775016711619,1775016712844,36301,cmpl-8df269e5ba8a4e4b,24832,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,37888,37888,0,5586812928,30500978688,8,808,1.0,5.203125,28.40625,dispatch_group
tb_session_04_turn_001_reuse,reuse,reuse_round_001,12,tb_session_04,1,24832,24576,256,0.9896907216494846,1,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775016675324,1775016692613,1775016712844,17289,1775016675318,1775016711619,1775016712844,36301,cmpl-946dfc1d9be40632,24832,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,37888,37888,0,5586812928,30500978688,8,808,1.0,5.203125,28.40625,dispatch_group
tb_session_05_turn_001_reuse,reuse,reuse_round_001,12,tb_session_05,1,24832,24576,256,0.9896907216494846,1,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775016675326,1775016695916,1775016712844,20590,1775016675318,1775016711619,1775016712844,36301,cmpl-bda00760aae087d3,24832,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,37888,37888,0,5586812928,30500978688,8,808,1.0,5.203125,28.40625,dispatch_group
tb_session_06_turn_001_reuse,reuse,reuse_round_001,12,tb_session_06,1,24832,24576,256,0.9896907216494846,1,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775016675328,1775016706041,1775016712844,30713,1775016675318,1775016711619,1775016712844,36301,cmpl-ae4a5ec1d3aed1ad,24832,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,37888,37888,0,5586812928,30500978688,8,808,1.0,5.203125,28.40625,dispatch_group
tb_session_07_turn_001_reuse,reuse,reuse_round_001,12,tb_session_07,1,24832,24576,256,0.9896907216494846,1,16,yoonholee/terminalbench-trajectories,1377,break-filter-js-from-html,break-filter-js-from-html,191,38246,1775016675329,1775016702660,1775016712844,27331,1775016675318,1775016711619,1775016712844,36301,cmpl-89b6f75a1c33bc40,24832,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,37888,37888,0,5586812928,30500978688,8,808,1.0,5.203125,28.40625,dispatch_group
tb_session_08_turn_001_reuse,reuse,reuse_round_001,12,tb_session_08,1,24832,24576,256,0.9896907216494846,1,16,yoonholee/terminalbench-trajectories,551,90dc81c5-88cf-4807-a8d2-17618d3c32ab,adaptive-rejection-sampler,14,37374,1775016675330,1775016711456,1775016712844,36126,1775016675318,1775016711619,1775016712844,36301,cmpl-98cc31f1f5a75046,24832,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,37888,37888,0,5586812928,30500978688,8,808,1.0,5.203125,28.40625,dispatch_group
