ts_unix_ms,t_ms,pcie_link_gen,pcie_link_width,pcie_link_ref_GiB_s,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_util_pct,pcie_rx_util_pct,pcie_total_util_pct,pcie_tx_peak_util_pct,pcie_rx_peak_util_pct,pcie_total_peak_util_pct,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,util_gpu_pct,util_mem_pct,gpu_mem_used_GiB,gpu_mem_total_GiB,gpu_mem_used_pct,sm_clock_mhz,mem_clock_mhz,power_w,cpu_util_pct,cpu_mem_used_GiB,cpu_mem_avail_GiB,cpu_mem_used_pct
1775016547801,0,4,16,29.340386,0.004563,0.000233,0.004796,0.016,0.001,0.016,0.016,0.001,0.016,0.000000,0.000000,0.000000,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.318,0.100,28.344772,223.069027,11.300
1775016547843,42,4,16,29.340386,0.000698,0.000278,0.000977,0.002,0.001,0.003,0.016,0.001,0.016,0.000030,0.000012,0.000041,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.830,0.000,28.344772,223.069027,11.300
1775016547884,83,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.016,0.001,0.016,0.000041,0.000021,0.000062,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.830,0.100,28.344440,223.069359,11.300
1775016547926,125,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.016,0.001,0.016,0.000053,0.000033,0.000086,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.318,0.100,28.344437,223.069363,11.300
1775016547968,167,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.016,0.001,0.016,0.000064,0.000043,0.000107,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.318,0.000,28.344437,223.069363,11.300
1775016548010,209,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.016,0.001,0.016,0.000076,0.000055,0.000131,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.318,0.000,28.344437,223.069363,11.300
1775016548053,252,4,16,29.340386,0.000651,0.000233,0.000884,0.002,0.001,0.003,0.016,0.001,0.016,0.000104,0.000064,0.000168,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.318,0.100,28.344437,223.069363,11.300
1775016548095,294,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.016,0.001,0.016,0.000116,0.000076,0.000192,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.318,0.000,28.343391,223.070408,11.300
1775016548137,336,4,16,29.340386,0.000698,0.000278,0.000977,0.002,0.001,0.003,0.016,0.001,0.016,0.000145,0.000088,0.000233,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.318,0.000,28.343391,223.070408,11.300
1775016548180,378,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.016,0.001,0.016,0.000157,0.000098,0.000255,0.000,0.000,68.665527,80.000000,85.832,1155.000,1593.000,45.318,0.000,28.342789,223.071011,11.300
