ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775015884024,-0.119000,0,0.000278,0.000233,0.000511,30.069881,37.816330,67.886211,68.866699,0.000000,0.100000
1775015884066,-0.077000,0,0.000278,0.000278,0.000557,30.069893,37.816342,67.886235,68.866699,0.000000,0.100000
1775015884108,-0.035000,0,0.000698,0.000233,0.000931,30.069922,37.816352,67.886274,68.866699,0.000000,0.400000
1775015884150,0.007000,1,0.000278,0.000233,0.000511,30.069934,37.816362,67.886296,68.866699,0.000000,0.300000
1775015884192,0.049000,1,0.000698,0.000278,0.000977,30.069964,37.816374,67.886338,68.866699,0.000000,0.400000
1775015884236,0.093000,1,0.000278,0.000233,0.000511,30.069976,37.816384,67.886360,68.866699,0.000000,0.300000
1775015884278,0.135000,1,0.000278,0.000325,0.000604,30.069988,37.816397,67.886385,68.866699,0.000000,0.200000
1775015884320,0.177000,1,0.000278,0.011083,0.011361,30.069999,37.816864,67.886863,68.866699,0.000000,0.400000
1775015884362,0.219000,1,0.000278,0.000233,0.000511,30.070011,37.816873,67.886884,68.866699,0.000000,0.200000
1775015884404,0.261000,1,0.000651,7.687555,7.688207,30.070039,38.145087,68.215126,68.866699,0.000000,0.300000
1775015884447,0.304000,1,3.175344,27.811666,30.987010,30.211587,39.384855,69.596442,68.866699,0.000000,0.700000
1775015884492,0.349000,1,3.776932,28.129061,31.905993,30.419602,40.934067,71.353669,68.866699,0.000000,0.400000
1775015884547,0.404000,1,3.194948,11.112494,14.307442,30.561010,41.425903,71.986913,68.866699,0.000000,0.300000
1775015884591,0.448000,1,0.005588,0.023934,0.029522,30.561266,41.427003,71.988269,68.866699,0.000000,0.500000
1775015884637,0.494000,1,0.000325,0.000278,0.000604,30.561280,41.427014,71.988294,68.866699,0.000000,0.300000
1775015884679,0.536000,1,0.000278,0.000325,0.000604,30.561292,41.427028,71.988320,68.866699,55.000000,0.400000
1775015884721,0.578000,1,0.000278,0.000233,0.000511,30.561304,41.427038,71.988341,68.866699,55.000000,0.400000
1775015884763,0.620000,1,0.000278,0.000233,0.000511,30.561315,41.427048,71.988363,68.866699,55.000000,0.100000
1775015884805,0.662000,1,0.000651,0.000233,0.000884,30.561343,41.427057,71.988400,68.866699,55.000000,0.100000
1775015884847,0.704000,1,0.000792,0.003213,0.004004,30.561376,41.427193,71.988569,68.866699,55.000000,0.100000
1775015884891,0.748000,1,0.000837,0.005914,0.006751,30.561415,41.427465,71.988880,68.866699,40.000000,0.200000
1775015884936,0.793000,1,0.000837,0.003958,0.004795,30.561450,41.427632,71.989082,68.866699,40.000000,0.100000
1775015884978,0.835000,1,0.000278,0.000325,0.000604,30.561462,41.427646,71.989107,68.866699,40.000000,0.100000
1775015885020,0.877000,1,0.000278,0.000233,0.000511,30.561473,41.427655,71.989129,68.866699,40.000000,0.100000
1775015885062,0.919000,1,0.000278,0.000233,0.000511,30.561485,41.427665,71.989150,68.866699,40.000000,0.000000
1775015885104,0.961000,1,0.000651,0.000278,0.000930,30.561513,41.427677,71.989190,68.866699,0.000000,0.400000
1775015885146,1.003000,1,0.000278,0.000233,0.000511,30.561524,41.427687,71.989211,68.866699,0.000000,0.100000
1775015885188,1.045000,1,0.000278,0.000278,0.000557,30.561536,41.427699,71.989235,68.866699,0.000000,0.000000
1775015885231,1.088000,1,0.000278,0.000278,0.000557,30.561548,41.427710,71.989258,68.866699,0.000000,0.100000
1775015885273,1.130000,1,0.000278,0.000465,0.000744,30.561560,41.427730,71.989290,68.866699,0.000000,0.000000
1775015885315,1.172000,1,0.000278,0.000233,0.000511,30.561572,41.427740,71.989312,68.866699,0.000000,0.100000
1775015885358,1.215000,1,0.000278,0.000233,0.000511,30.561583,41.427750,71.989333,68.866699,0.000000,0.100000
1775015885401,1.258000,1,0.000651,0.000278,0.000930,30.561611,41.427762,71.989373,68.866699,0.000000,0.100000
1775015885443,1.300000,1,0.000325,0.000233,0.000558,30.561625,41.427772,71.989396,68.866699,0.000000,0.100000
1775015885485,1.342000,1,0.002095,0.000325,0.002420,30.561713,41.427785,71.989498,68.866699,0.000000,0.200000
1775015885527,1.384000,1,0.000278,0.000233,0.000511,30.561725,41.427795,71.989520,68.866699,0.000000,0.000000
1775015885569,1.426000,1,0.000278,21.400908,21.401186,30.561736,42.341628,72.903364,68.866699,0.000000,0.100000
1775015885612,1.469000,1,3.202259,28.170039,31.372298,30.716686,43.704704,74.421389,68.866699,0.000000,0.300000
1775015885660,1.517000,1,3.207428,27.824612,31.032040,30.860971,44.956390,75.817362,68.866699,0.000000,0.300000
1775015885705,1.562000,1,3.719096,0.010337,3.729433,31.035801,44.956876,75.992677,68.866699,0.000000,0.300000
1775015885752,1.609000,1,0.000278,0.000233,0.000511,31.035813,44.956886,75.992699,68.866699,0.000000,0.100000
1775015885794,1.651000,1,0.001117,16.513420,16.514537,31.035862,45.678276,76.714138,68.866699,0.000000,0.100000
1775015885838,1.695000,1,3.167521,28.216885,31.384405,31.178457,46.948544,78.127001,68.866699,0.000000,0.300000
1775015885883,1.740000,1,3.173248,43.618306,46.791554,31.357632,49.411409,80.769041,68.866699,68.000000,0.400000
1775015885941,1.798000,1,3.094831,0.011083,3.105914,31.496245,49.411906,80.908150,68.866699,68.000000,0.200000
1775015885985,1.842000,1,0.004517,0.000278,0.004795,31.496438,49.411918,80.908356,68.866699,68.000000,0.100000
1775015886027,1.884000,1,0.000278,17.083762,17.084041,31.496450,50.138370,81.634820,68.866699,68.000000,0.100000
1775015886070,1.927000,1,3.160722,33.023301,36.184023,31.649967,51.742323,83.392290,68.866699,68.000000,0.400000
1775015886118,1.975000,1,3.278674,28.001703,31.280377,31.814580,53.148204,84.962784,68.866699,67.000000,0.300000
1775015886168,2.025000,1,3.185635,3.050640,6.236275,31.955018,53.282691,85.237709,68.866699,67.000000,0.200000
1775015886213,2.070000,1,0.000558,0.000278,0.000836,31.955042,53.282704,85.237746,68.866699,67.000000,0.200000
1775015886256,2.113000,1,0.000278,14.163692,14.163971,31.955054,53.885988,85.841043,68.866699,67.000000,0.100000
1775015886299,2.156000,1,3.610085,28.181215,31.791301,32.140530,55.333860,87.474390,68.866699,54.000000,0.300000
1775015886350,2.207000,1,3.180885,27.799093,30.979979,32.282577,56.575268,88.857845,68.866699,54.000000,0.300000
1775015886395,2.252000,1,3.992347,2.876343,6.868690,32.479245,56.716960,89.196205,68.866699,54.000000,0.300000
1775015886444,2.301000,1,0.000278,0.000233,0.000511,32.479257,56.716970,89.196227,68.866699,54.000000,0.100000
1775015886486,2.343000,1,0.000278,12.771132,12.771411,32.479269,57.267752,89.747021,68.866699,54.000000,0.100000
1775015886529,2.386000,1,3.168871,27.874345,31.043216,32.621951,58.522830,91.144781,68.866699,54.000000,0.400000
1775015886574,2.431000,1,3.171712,37.898635,41.070347,32.787201,60.497394,93.284595,68.866699,54.000000,0.400000
1775015886626,2.483000,1,3.220606,6.152083,9.372689,32.937716,60.784912,93.722629,68.866699,54.000000,0.500000
1775015886673,2.530000,1,0.000278,0.000419,0.000697,32.937728,60.784930,93.722658,68.866699,54.000000,0.400000
1775015886716,2.573000,1,0.000278,11.212564,11.212843,32.937740,61.272037,94.209777,68.866699,53.000000,0.400000
1775015886759,2.616000,1,3.161700,27.911038,31.072739,33.078487,62.514524,95.593011,68.866699,53.000000,0.400000
1775015886804,2.661000,1,3.368919,27.794809,31.163729,33.250027,63.929798,97.179826,68.866699,53.000000,0.400000
1775015886854,2.711000,1,3.147450,13.946136,17.093586,33.387919,64.540785,97.928704,68.866699,53.000000,0.900000
1775015886898,2.755000,1,0.000651,0.000233,0.000884,33.387946,64.540795,97.928742,68.866699,54.000000,1.300000
1775015886940,2.797000,1,0.000278,2.022413,2.022692,33.387958,64.627377,98.015336,68.866699,54.000000,1.200000
1775015886983,2.840000,1,3.180420,30.971784,34.152204,33.538970,66.097974,99.636945,68.866699,54.000000,0.800000
1775015887035,2.892000,1,3.224332,30.328659,33.552991,33.715178,67.755414,101.470592,68.866699,54.000000,0.400000
1775015887085,2.942000,1,3.167893,14.429399,17.597293,33.853365,68.384841,102.238206,68.866699,61.000000,0.300000
1775015887129,2.986000,1,0.004237,0.011315,0.015553,33.853544,68.385320,102.238865,68.866699,61.000000,0.400000
1775015887171,3.028000,1,0.003958,0.011967,0.015924,33.853712,68.385827,102.239539,68.866699,61.000000,0.200000
1775015887214,3.071000,1,0.004284,0.010570,0.014853,33.853896,68.386281,102.240177,68.866699,61.000000,0.300000
