ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775015899391,-0.119000,0,0.000278,0.000325,0.000604,42.204906,132.756299,174.961205,68.866699,0.000000,0.000000
1775015899433,-0.077000,0,0.000278,0.000233,0.000511,42.204918,132.756309,174.961226,68.866699,0.000000,0.100000
1775015899475,-0.035000,0,0.000278,0.000372,0.000650,42.204930,132.756325,174.961254,68.866699,0.000000,0.200000
1775015899517,0.007000,1,0.000558,0.002747,0.003304,42.204953,132.756441,174.961394,68.866699,0.000000,0.300000
1775015899560,0.050000,1,0.000837,0.006473,0.007310,42.204988,132.756713,174.961702,68.866699,0.000000,0.200000
1775015899602,0.092000,1,0.001210,0.006473,0.007683,42.205039,132.756986,174.962026,68.866699,0.000000,0.400000
1775015899644,0.134000,1,0.000558,0.003725,0.004283,42.205063,132.757144,174.962207,68.866699,0.000000,0.400000
1775015899686,0.176000,1,0.000372,0.010104,0.010476,42.205079,132.757569,174.962648,68.866699,0.000000,0.400000
1775015899728,0.218000,1,0.000278,0.000233,0.000511,42.205090,132.757579,174.962670,68.866699,0.000000,0.300000
1775015899770,0.260000,1,0.000278,16.483710,16.483989,42.205102,133.461028,175.666131,68.866699,0.000000,0.200000
1775015899813,0.303000,1,3.193598,27.724216,30.917813,42.348851,134.708938,177.057789,68.866699,0.000000,0.300000
1775015899858,0.348000,1,3.161048,28.055906,31.216954,42.490606,135.967086,178.457692,68.866699,0.000000,0.300000
1775015899903,0.393000,1,3.253855,7.529929,10.783784,42.645085,136.324575,178.969660,68.866699,25.000000,0.600000
1775015899950,0.440000,1,0.009127,0.027846,0.036973,42.645473,136.325758,178.971231,68.866699,25.000000,0.600000
1775015899993,0.483000,1,0.009266,0.027893,0.037159,42.645867,136.326943,178.972809,68.866699,25.000000,0.400000
1775015900035,0.525000,1,0.009313,0.026543,0.035855,42.646261,136.328067,178.974328,68.866699,25.000000,0.300000
1775015900078,0.568000,1,0.009406,0.027380,0.036786,42.646666,136.329245,178.975911,68.866699,25.000000,0.300000
1775015900121,0.611000,1,0.009406,0.005541,0.014947,42.647076,136.329487,178.976562,68.866699,99.000000,0.300000
1775015900164,0.654000,1,0.000278,0.000233,0.000511,42.647087,136.329496,178.976584,68.866699,99.000000,0.000000
