ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775015854811,-0.128000,0,0.000278,0.000233,0.000511,4.730540,0.077833,4.808373,68.866699,0.000000,0.000000
1775015854853,-0.086000,0,0.000278,0.000233,0.000511,4.730552,0.077842,4.808394,68.866699,0.000000,0.100000
1775015854895,-0.044000,0,0.000698,0.000233,0.000931,4.730581,0.077852,4.808433,68.866699,0.000000,0.100000
1775015854937,-0.002000,0,0.000278,0.000233,0.000511,4.730593,0.077862,4.808455,68.866699,0.000000,0.400000
1775015854979,0.040000,1,0.000278,0.000278,0.000557,4.730605,0.077874,4.808478,68.866699,0.000000,0.300000
1775015855021,0.082000,1,0.000278,0.000278,0.000557,4.730616,0.077885,4.808502,68.866699,0.000000,0.400000
1775015855063,0.124000,1,0.000278,0.000278,0.000557,4.730628,0.077897,4.808525,68.866699,0.000000,0.300000
1775015855105,0.166000,1,0.001490,0.000278,0.001768,4.730692,0.077909,4.808601,68.866699,0.000000,0.300000
1775015855148,0.209000,1,0.000278,0.000233,0.000511,4.730704,0.077919,4.808622,68.866699,0.000000,0.200000
1775015855190,0.251000,1,0.163260,27.631316,27.794577,4.737950,1.304286,6.042235,68.866699,0.000000,0.500000
1775015855235,0.296000,1,3.198022,27.915090,31.113111,4.880763,2.550881,7.431644,68.866699,0.000000,0.600000
1775015855279,0.340000,1,3.167241,32.608955,35.776196,5.033609,4.124545,9.158154,68.866699,48.000000,0.300000
1775015855327,0.388000,1,2.638856,0.017648,2.656504,5.146559,4.125300,9.271859,68.866699,48.000000,0.300000
1775015855370,0.431000,1,0.005075,0.016950,0.022025,5.146774,4.126018,9.272792,68.866699,48.000000,0.200000
1775015855413,0.474000,1,0.498909,13.473164,13.972073,5.168379,4.709463,9.877842,68.866699,48.000000,0.200000
1775015855456,0.517000,1,0.003166,0.008941,0.012107,5.168513,4.709843,9.878357,68.866699,48.000000,0.300000
1775015855499,0.560000,1,0.003305,0.011222,0.014527,5.168654,4.710321,9.878975,68.866699,48.000000,0.300000
1775015855541,0.602000,1,0.006379,0.015599,0.021978,5.168923,4.710980,9.879903,68.866699,48.000000,0.400000
1775015855583,0.644000,1,0.009173,0.012293,0.021466,5.169329,4.711523,9.880852,68.866699,48.000000,0.400000
1775015855627,0.688000,1,13.520242,0.009592,13.529834,5.742102,4.711929,10.454031,68.866699,48.000000,0.400000
