ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775016744010,-0.131000,0,0.000278,0.000233,0.000511,70.354092,203.579885,273.933977,68.907715,0.000000,0.000000
1775016744052,-0.089000,0,0.000278,0.000278,0.000557,70.354104,203.579897,273.934001,68.907715,0.000000,0.100000
1775016744094,-0.047000,0,0.000278,0.000233,0.000511,70.354115,203.579907,273.934022,68.907715,0.000000,0.200000
1775016744136,-0.005000,0,0.000278,0.000233,0.000511,70.354127,203.579917,273.934044,68.907715,0.000000,0.400000
1775016744178,0.037000,1,0.000651,0.000278,0.000930,70.354155,203.579928,273.934083,68.907715,0.000000,0.100000
1775016744221,0.080000,1,0.000278,0.000233,0.000511,70.354166,203.579938,273.934104,68.907715,0.000000,0.100000
1775016744263,0.122000,1,0.000651,0.000278,0.000930,70.354195,203.579950,273.934145,68.907715,0.000000,0.100000
1775016744307,0.166000,1,0.001490,0.000278,0.001768,70.354258,203.579962,273.934220,68.907715,0.000000,0.100000
1775016744349,0.208000,1,0.000278,0.000278,0.000557,70.354269,203.579974,273.934243,68.907715,0.000000,0.100000
1775016744391,0.250000,1,0.000278,27.720956,27.721234,70.354282,204.779050,275.133332,68.907715,0.000000,0.200000
1775016744434,0.293000,1,3.243423,27.637881,30.881305,70.500087,206.021492,276.521579,68.907715,0.000000,0.300000
1775016744479,0.338000,1,3.629829,27.677323,31.307153,70.673523,207.343936,278.017459,68.907715,25.000000,0.300000
1775016744527,0.386000,1,2.855528,0.026309,2.881837,70.796062,207.345065,278.141127,68.907715,25.000000,0.400000
1775016744570,0.429000,1,0.010430,0.033854,0.044284,70.796517,207.346541,278.143058,68.907715,25.000000,0.400000
1775016744613,0.472000,1,0.010989,0.038603,0.049592,70.796984,207.348182,278.145166,68.907715,25.000000,0.800000
1775016744656,0.515000,1,0.008941,0.027101,0.036041,70.797364,207.349333,278.146698,68.907715,99.000000,0.600000
1775016744698,0.557000,1,0.009359,0.026076,0.035436,70.797767,207.350457,278.148224,68.907715,99.000000,0.600000
1775016744741,0.600000,1,0.007776,0.000837,0.008614,70.798109,207.350493,278.148603,68.907715,99.000000,0.500000
1775016744785,0.644000,1,0.000325,0.000278,0.000604,70.798123,207.350505,278.148628,68.907715,99.000000,0.100000
