ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775016751474,-0.150000,0,0.000698,0.000233,0.000931,72.082445,219.080754,291.163198,68.907715,0.000000,0.000000
1775016751516,-0.108000,0,0.000278,0.000233,0.000511,72.082456,219.080763,291.163220,68.907715,0.000000,0.100000
1775016751558,-0.066000,0,0.000278,0.000278,0.000557,72.082468,219.080775,291.163243,68.907715,0.000000,0.100000
1775016751600,-0.024000,0,0.000278,0.000278,0.000557,72.082480,219.080787,291.163267,68.907715,0.000000,0.300000
1775016751642,0.018000,1,0.000278,0.000512,0.000791,72.082492,219.080809,291.163301,68.907715,0.000000,0.400000
1775016751685,0.061000,1,0.000605,0.000278,0.000883,72.082517,219.080821,291.163338,68.907715,0.000000,0.000000
1775016751727,0.103000,1,0.000278,0.000233,0.000511,72.082529,219.080830,291.163359,68.907715,0.000000,0.100000
1775016751769,0.145000,1,0.000651,0.010570,0.011221,72.082556,219.081276,291.163833,68.907715,0.000000,0.100000
1775016751811,0.187000,1,0.000278,0.000233,0.000511,72.082568,219.081286,291.163854,68.907715,0.000000,0.100000
1775016751854,0.230000,1,0.000278,5.363254,5.363532,72.082580,219.311564,291.394144,68.907715,0.000000,0.100000
1775016751896,0.272000,1,3.158347,30.358508,33.516855,72.229212,220.721007,292.950218,68.907715,0.000000,0.400000
1775016751943,0.319000,1,3.308430,39.148889,42.457318,72.410706,222.868646,295.279352,68.907715,0.000000,0.400000
1775016752005,0.381000,1,2.007931,0.026635,2.034566,72.525738,222.870172,295.395910,68.907715,0.000000,1.000000
1775016752055,0.431000,1,0.008941,0.027194,0.036135,72.526118,222.871327,295.397446,68.907715,9.000000,0.300000
1775016752098,0.474000,1,0.008894,0.026775,0.035669,72.526496,222.872465,295.398961,68.907715,9.000000,0.400000
1775016752140,0.516000,1,0.009080,0.025937,0.035017,72.526882,222.873566,295.400448,68.907715,9.000000,0.400000
1775016752183,0.559000,1,0.009545,0.026123,0.035668,72.527303,222.874719,295.402022,68.907715,9.000000,0.300000
1775016752227,0.603000,1,0.005215,0.000278,0.005493,72.527523,222.874731,295.402254,68.907715,9.000000,0.200000
1775016752269,0.645000,1,0.000651,0.000278,0.000930,72.527551,222.874743,295.402294,68.907715,99.000000,0.000000
