ts_unix_ms,t_since_start_s,phase,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,pcie_tx_util_pct,pcie_rx_util_pct,pcie_total_util_pct,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775015850396,0.025000,seed,0.000651,0.000233,0.000884,0.054061,0.045664,0.099725,0.002000,0.001000,0.003000,68.624512,0.000000,0.300000
1775015850439,0.068000,seed,0.002467,0.010896,0.013363,0.054165,0.046124,0.100289,0.008000,0.037000,0.046000,68.866699,0.000000,0.200000
1775015850481,0.110000,seed,0.005122,0.009545,0.014668,0.054399,0.046560,0.100959,0.017000,0.033000,0.050000,68.866699,3.000000,0.300000
1775015850526,0.155000,seed,0.003259,0.009453,0.012712,0.054537,0.046960,0.101497,0.011000,0.032000,0.043000,68.866699,3.000000,0.200000
1775015850569,0.198000,seed,0.003213,0.008661,0.011874,0.054674,0.047328,0.102002,0.011000,0.030000,0.040000,68.866699,3.000000,0.300000
1775015850611,0.240000,seed,13.018585,0.009686,13.028271,0.605627,0.047738,0.653365,44.371000,0.033000,44.404000,68.866699,3.000000,0.300000
1775015850654,0.283000,seed,0.003026,0.008754,0.011780,0.605755,0.048108,0.653864,0.010000,0.030000,0.040000,68.866699,3.000000,0.400000
1775015850696,0.325000,seed,0.007171,0.008847,0.016018,0.606127,0.048568,0.654695,0.024000,0.030000,0.055000,68.866699,97.000000,0.300000
1775015850748,0.377000,seed,0.002980,0.008894,0.011874,0.606254,0.048945,0.655198,0.010000,0.030000,0.040000,68.866699,97.000000,0.400000
1775015850790,0.419000,seed,15.451386,0.011967,15.463353,1.272871,0.049461,1.322332,52.663000,0.041000,52.703000,68.866699,97.000000,0.300000
1775015850833,0.462000,seed,0.002934,0.008428,0.011361,1.272996,0.049818,1.322814,0.010000,0.029000,0.039000,68.866699,97.000000,0.300000
1775015850876,0.505000,seed,0.002840,0.008382,0.011222,1.273116,0.050174,1.323291,0.010000,0.029000,0.038000,68.866699,98.000000,0.300000
1775015850918,0.547000,seed,0.002840,0.008288,0.011128,1.273237,0.050525,1.323762,0.010000,0.028000,0.038000,68.866699,98.000000,0.300000
1775015850961,0.590000,seed,0.002793,0.007544,0.010337,1.273356,0.050848,1.324204,0.010000,0.026000,0.035000,68.866699,98.000000,0.200000
1775015851003,0.632000,seed,4.844926,0.008242,4.853168,1.482435,0.051204,1.533639,16.513000,0.028000,16.541000,68.866699,98.000000,0.300000
