ts_unix_ms,t_ms,pcie_link_gen,pcie_link_width,pcie_link_ref_GiB_s,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_util_pct,pcie_rx_util_pct,pcie_total_util_pct,pcie_tx_peak_util_pct,pcie_rx_peak_util_pct,pcie_total_peak_util_pct,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,util_gpu_pct,util_mem_pct,gpu_mem_used_GiB,gpu_mem_total_GiB,gpu_mem_used_pct,sm_clock_mhz,mem_clock_mhz,power_w,cpu_util_pct,cpu_mem_used_GiB,cpu_mem_avail_GiB,cpu_mem_used_pct
1775015611627,0,4,16,29.340386,0.000278,0.000325,0.000604,0.001,0.001,0.002,0.001,0.001,0.002,0.000000,0.000000,0.000000,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.400,28.221512,223.192287,11.200
1775015611669,42,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.001,0.001,0.002,0.000012,0.000012,0.000024,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.300,28.222004,223.191795,11.200
1775015611711,84,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.001,0.001,0.002,0.000023,0.000023,0.000047,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.300,28.221355,223.192444,11.200
1775015611753,126,4,16,29.340386,0.000651,0.000233,0.000884,0.002,0.001,0.003,0.002,0.001,0.003,0.000051,0.000033,0.000084,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.200,28.220795,223.193005,11.200
1775015611796,169,4,16,29.340386,0.005867,0.003678,0.009545,0.020,0.013,0.033,0.020,0.013,0.033,0.000302,0.000191,0.000493,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.200,28.217522,223.196278,11.200
1775015611838,211,4,16,29.340386,0.007357,0.007589,0.014946,0.025,0.026,0.051,0.025,0.026,0.051,0.000632,0.000531,0.001163,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.830,0.200,28.217381,223.196419,11.200
1775015611883,256,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.025,0.026,0.051,0.000644,0.000543,0.001187,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.830,0.000,28.217381,223.196419,11.200
1775015611925,298,4,16,29.340386,0.000325,0.000325,0.000650,0.001,0.001,0.002,0.025,0.026,0.051,0.000658,0.000557,0.001214,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.100,28.217373,223.196426,11.200
1775015611968,340,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.025,0.026,0.051,0.000669,0.000567,0.001236,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.000,28.216633,223.197166,11.200
1775015612010,383,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.025,0.026,0.051,0.000681,0.000576,0.001258,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.000,28.216633,223.197166,11.200
1775015612052,425,4,16,29.340386,0.000698,0.000278,0.000977,0.002,0.001,0.003,0.025,0.026,0.051,0.000711,0.000588,0.001299,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.100,28.216370,223.197430,11.200
1775015612094,467,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.025,0.026,0.051,0.000722,0.000598,0.001320,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.000,28.215759,223.198040,11.200
1775015612137,509,4,16,29.340386,0.000651,0.000233,0.000884,0.002,0.001,0.003,0.025,0.026,0.051,0.000752,0.000608,0.001360,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.100,28.214493,223.199306,11.200
1775015612181,554,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.025,0.026,0.051,0.000764,0.000618,0.001382,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.000,28.214493,223.199306,11.200
1775015612224,596,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.025,0.026,0.051,0.000775,0.000630,0.001405,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.000,28.214050,223.199749,11.200
1775015612266,639,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.025,0.026,0.051,0.000787,0.000642,0.001429,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.100,28.212753,223.201046,11.200
1775015612308,681,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.025,0.026,0.051,0.000799,0.000652,0.001450,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.000,28.212513,223.201286,11.200
1775015612350,723,4,16,29.340386,0.000651,0.000278,0.000930,0.002,0.001,0.003,0.025,0.026,0.051,0.000826,0.000663,0.001490,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.000,28.212337,223.201462,11.200
1775015612393,765,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.025,0.026,0.051,0.000838,0.000675,0.001513,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.000,28.212147,223.201653,11.200
1775015612435,807,4,16,29.340386,0.000278,0.000325,0.000604,0.001,0.001,0.002,0.025,0.026,0.051,0.000850,0.000689,0.001539,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.100,28.212147,223.201653,11.200
1775015612477,850,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.025,0.026,0.051,0.000862,0.000701,0.001562,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.318,0.100,28.210617,223.203182,11.200
1775015612519,892,4,16,29.340386,0.000278,0.000372,0.000650,0.001,0.001,0.002,0.025,0.026,0.051,0.000873,0.000716,0.001590,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.830,0.400,28.213982,223.199818,11.200
1775015612562,934,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.025,0.026,0.051,0.000885,0.000728,0.001613,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.830,0.500,28.225273,223.188526,11.200
1775015612604,977,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.025,0.026,0.051,0.000897,0.000738,0.001635,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.830,0.600,28.233204,223.180595,11.200
1775015612646,1019,4,16,29.340386,0.000651,0.000233,0.000884,0.002,0.001,0.003,0.025,0.026,0.051,0.000924,0.000748,0.001672,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.830,0.500,28.245857,223.167942,11.200
1775015612688,1061,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.025,0.026,0.051,0.000936,0.000759,0.001696,0.000,0.000,68.606934,80.000000,85.759,1155.000,1593.000,45.830,0.200,28.245354,223.168446,11.200
