ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775015894182,-0.128000,0,0.000278,0.000278,0.000557,38.157326,100.183500,138.340827,68.866699,0.000000,0.000000
1775015894224,-0.086000,0,0.000278,0.000233,0.000511,38.157338,100.183510,138.340848,68.866699,0.000000,0.100000
1775015894266,-0.044000,0,0.000278,0.002467,0.002746,38.157350,100.183614,138.340964,68.866699,0.000000,0.400000
1775015894308,-0.002000,0,0.001210,0.006473,0.007683,38.157401,100.183889,138.341290,68.866699,0.000000,0.400000
1775015894350,0.040000,1,0.000837,0.006473,0.007310,38.157437,100.184162,138.341598,68.866699,0.000000,0.300000
1775015894393,0.083000,1,0.000792,0.004051,0.004843,38.157470,100.184332,138.341802,68.866699,0.000000,0.400000
1775015894435,0.125000,1,0.000233,0.000233,0.000465,38.157480,100.184342,138.341822,68.866699,0.000000,0.200000
1775015894477,0.167000,1,0.000278,0.000325,0.000604,38.157491,100.184356,138.341847,68.866699,0.000000,0.600000
1775015894519,0.209000,1,0.000325,0.000233,0.000558,38.157505,100.184366,138.341871,68.866699,0.000000,0.300000
1775015894561,0.251000,1,0.000278,0.000233,0.000511,38.157517,100.184375,138.341892,68.866699,0.000000,0.300000
1775015894604,0.294000,1,0.000651,0.011315,0.011967,38.157544,100.184852,138.342397,68.866699,0.000000,0.600000
1775015894646,0.336000,1,0.000278,0.000278,0.000557,38.157556,100.184864,138.342420,68.866699,0.000000,0.600000
1775015894688,0.378000,1,0.000278,0.000278,0.000557,38.157568,100.184876,138.342444,68.866699,0.000000,0.300000
1775015894730,0.420000,1,2.141343,27.611432,29.752775,38.250774,101.386718,139.637492,68.866699,0.000000,0.600000
1775015894773,0.463000,1,3.187731,37.252716,40.440447,38.415917,103.316627,141.732544,68.866699,0.000000,0.400000
1775015894825,0.515000,1,3.217766,27.283048,30.500813,38.575416,104.669000,143.244416,68.866699,0.000000,0.300000
1775015894875,0.565000,1,0.280933,0.022119,0.303052,38.588825,104.670055,143.258880,68.866699,0.000000,0.300000
1775015894923,0.613000,1,1.935102,0.000278,1.935380,38.673010,104.670067,143.343078,68.866699,39.000000,0.200000
1775015894966,0.656000,1,0.000278,0.000233,0.000511,38.673022,104.670077,143.343099,68.866699,39.000000,0.000000
1775015895008,0.698000,1,0.000651,0.000278,0.000930,38.673049,104.670089,143.343138,68.866699,39.000000,0.100000
1775015895050,0.740000,1,0.000278,0.000233,0.000511,38.673061,104.670099,143.343160,68.866699,39.000000,0.100000
1775015895092,0.782000,1,0.000278,0.000278,0.000557,38.673073,104.670111,143.343183,68.866699,58.000000,0.000000
1775015895135,0.825000,1,0.000278,0.000278,0.000557,38.673085,104.670122,143.343207,68.866699,58.000000,0.100000
1775015895177,0.867000,1,0.000278,0.000278,0.000557,38.673096,104.670134,143.343230,68.866699,58.000000,0.000000
