ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775015878981,-0.120000,0,0.000278,0.000278,0.000557,26.487585,7.604549,34.092134,68.866699,0.000000,0.000000
1775015879023,-0.078000,0,0.000278,0.000233,0.000511,26.487597,7.604559,34.092156,68.866699,0.000000,0.100000
1775015879065,-0.036000,0,0.000278,0.000278,0.000557,26.487609,7.604571,34.092179,68.866699,0.000000,0.400000
1775015879106,0.005000,1,0.000651,0.000278,0.000930,26.487635,7.604582,34.092218,68.866699,0.000000,0.300000
1775015879148,0.047000,1,0.000278,0.000278,0.000557,26.487647,7.604594,34.092241,68.866699,0.000000,0.300000
1775015879191,0.090000,1,0.000419,0.000278,0.000697,26.487666,7.604606,34.092272,68.866699,0.000000,0.400000
1775015879235,0.134000,1,0.000278,0.000233,0.000511,26.487677,7.604616,34.092294,68.866699,0.000000,0.300000
1775015879277,0.176000,1,0.000278,0.000325,0.000604,26.487689,7.604630,34.092319,68.866699,0.000000,0.400000
1775015879319,0.218000,1,0.000278,0.000233,0.000511,26.487701,7.604640,34.092341,68.866699,0.000000,0.300000
1775015879361,0.260000,1,0.000278,0.000233,0.000511,26.487713,7.604649,34.092362,68.866699,0.000000,0.300000
1775015879403,0.302000,1,0.000651,0.000233,0.000884,26.487740,7.604659,34.092399,68.866699,0.000000,0.400000
1775015879445,0.344000,1,0.000278,0.000278,0.000557,26.487752,7.604671,34.092423,68.866699,0.000000,0.200000
1775015879487,0.386000,1,0.001629,0.000325,0.001954,26.487820,7.604685,34.092505,68.866699,0.000000,0.100000
1775015879530,0.429000,1,0.000278,0.000233,0.000511,26.487832,7.604695,34.092527,68.866699,0.000000,0.100000
1775015879572,0.471000,1,0.000278,14.967238,14.967517,26.487845,8.271199,34.759043,68.866699,0.000000,0.200000
1775015879616,0.515000,1,3.177440,28.954307,32.131746,26.645656,9.709248,36.354904,68.866699,0.000000,0.700000
1775015879666,0.565000,1,3.358582,27.998303,31.356885,26.800114,10.996867,37.796981,68.866699,0.000000,0.700000
1775015879712,0.611000,1,2.249796,0.000233,2.250029,26.925063,10.996880,37.921943,68.866699,57.000000,0.500000
1775015879767,0.666000,1,0.000278,0.000278,0.000557,26.925075,10.996892,37.921967,68.866699,57.000000,0.100000
1775015879810,0.709000,1,0.000651,25.685829,25.686481,26.925103,12.101262,39.026365,68.866699,57.000000,0.200000
1775015879852,0.751000,1,3.192713,27.478812,30.671525,27.066035,13.314228,40.380263,68.866699,57.000000,0.300000
1775015879897,0.796000,1,3.768038,28.106570,31.874608,27.263531,14.787391,42.050922,68.866699,54.000000,0.600000
1775015879949,0.848000,1,2.789218,0.014342,2.803560,27.383138,14.788006,42.171144,68.866699,54.000000,0.400000
1775015879992,0.891000,1,0.005215,0.013084,0.018299,27.383374,14.788596,42.171970,68.866699,54.000000,0.700000
1775015880037,0.936000,1,0.004097,0.022724,0.026821,27.383547,14.789558,42.173105,68.866699,54.000000,0.200000
1775015880079,0.978000,1,0.000278,0.000325,0.000604,27.383559,14.789572,42.173131,68.866699,54.000000,0.100000
1775015880122,1.021000,1,0.000278,0.000278,0.000557,27.383571,14.789584,42.173154,68.866699,54.000000,0.100000
1775015880164,1.063000,1,0.000278,0.000278,0.000557,27.383582,14.789595,42.173178,68.866699,54.000000,0.100000
1775015880206,1.105000,1,0.000651,0.000233,0.000884,27.383610,14.789605,42.173215,68.866699,54.000000,0.100000
1775015880248,1.147000,1,0.000325,0.000233,0.000558,27.383623,14.789615,42.173238,68.866699,54.000000,0.100000
1775015880290,1.189000,1,0.000278,0.000278,0.000557,27.383635,14.789627,42.173262,68.866699,70.000000,0.000000
1775015880333,1.232000,1,0.000278,0.000233,0.000511,27.383647,14.789637,42.173284,68.866699,70.000000,0.100000
1775015880375,1.274000,1,0.000278,0.000325,0.000604,27.383659,14.789650,42.173309,68.866699,70.000000,0.000000
1775015880418,1.317000,1,0.000278,0.000233,0.000511,27.383671,14.789660,42.173331,68.866699,70.000000,0.100000
1775015880460,1.359000,1,0.000278,0.000233,0.000511,27.383682,14.789670,42.173352,68.866699,70.000000,0.100000
1775015880502,1.401000,1,0.000651,0.000233,0.000884,27.383710,14.789680,42.173390,68.866699,0.000000,0.000000
1775015880544,1.443000,1,0.000278,0.000233,0.000511,27.383722,14.789690,42.173411,68.866699,0.000000,0.100000
1775015880586,1.485000,1,0.000278,0.000278,0.000557,27.383733,14.789701,42.173435,68.866699,0.000000,0.100000
1775015880628,1.527000,1,0.000233,0.002747,0.002979,27.383743,14.789817,42.173560,68.866699,0.000000,0.000000
1775015880670,1.569000,1,0.000837,0.006659,0.007496,27.383779,14.790101,42.173880,68.866699,0.000000,0.100000
1775015880713,1.612000,1,0.003958,0.004517,0.008474,27.383946,14.790292,42.174238,68.866699,0.000000,0.200000
1775015880755,1.654000,1,0.004563,0.004144,0.008707,27.384138,14.790467,42.174605,68.866699,0.000000,0.300000
1775015880797,1.696000,1,0.000698,0.000278,0.000977,27.384168,14.790479,42.174646,68.866699,0.000000,0.100000
1775015880840,1.739000,1,0.000278,0.000233,0.000511,27.384179,14.790488,42.174668,68.866699,0.000000,0.100000
1775015880882,1.781000,1,1.537753,28.554163,30.091916,27.452306,16.055510,43.507816,68.866699,0.000000,0.200000
1775015880926,1.825000,1,3.293808,27.705356,30.999164,27.606293,17.350749,44.957042,68.866699,0.000000,0.300000
1775015880973,1.872000,1,3.208126,32.361549,35.569675,27.761809,18.919496,46.681305,68.866699,0.000000,0.300000
1775015881021,1.920000,1,0.730576,0.000233,0.730808,27.794597,18.919507,46.714104,68.866699,0.000000,0.100000
1775015881066,1.965000,1,0.000278,0.000233,0.000511,27.794609,18.919517,46.714126,68.866699,0.000000,0.100000
1775015881108,2.007000,1,1.351628,27.830339,29.181968,27.854038,20.143172,47.997210,68.866699,17.000000,0.200000
1775015881152,2.051000,1,3.177253,27.554854,30.732107,27.994702,21.363086,49.357788,68.866699,17.000000,0.200000
1775015881196,2.095000,1,3.902334,28.227316,32.129650,28.189855,22.774713,50.964568,68.866699,17.000000,0.300000
1775015881246,2.145000,1,1.480803,0.000233,1.481035,28.252751,22.774723,51.027474,68.866699,17.000000,0.200000
1775015881289,2.188000,1,0.000278,0.000278,0.000557,28.252763,22.774735,51.027498,68.866699,55.000000,0.000000
1775015881331,2.230000,1,0.541471,27.762679,28.304150,28.276513,23.992491,52.269005,68.866699,55.000000,0.200000
1775015881375,2.274000,1,3.166078,34.072576,37.238653,28.432378,25.669868,54.102246,68.866699,55.000000,0.300000
1775015881424,2.323000,1,3.225868,27.626986,30.852854,28.586292,26.988023,55.574316,68.866699,55.000000,0.300000
