ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775016749598,-0.146000,0,0.000278,0.000278,0.000557,71.645634,215.090496,286.736130,68.907715,0.000000,0.200000
1775016749640,-0.104000,0,0.000233,0.000233,0.000465,71.645644,215.090506,286.736149,68.907715,0.000000,0.300000
1775016749682,-0.062000,0,0.000698,0.000233,0.000931,71.645673,215.090516,286.736189,68.907715,0.000000,0.600000
1775016749725,-0.019000,0,0.000278,0.000278,0.000557,71.645685,215.090527,286.736212,68.907715,0.000000,0.600000
1775016749767,0.023000,1,0.000651,0.000233,0.000884,71.645713,215.090537,286.736250,68.907715,0.000000,0.400000
1775016749809,0.065000,1,0.000278,0.007636,0.007915,71.645724,215.090858,286.736582,68.907715,0.000000,0.100000
1775016749851,0.107000,1,0.001955,0.011501,0.013456,71.645807,215.091343,286.737149,68.907715,0.000000,0.200000
1775016749893,0.149000,1,0.000278,0.010524,0.010802,71.645818,215.091786,286.737604,68.907715,0.000000,0.100000
1775016749935,0.191000,1,0.000278,0.000278,0.000557,71.645830,215.091798,286.737628,68.907715,0.000000,0.300000
1775016749977,0.233000,1,0.000651,0.000233,0.000884,71.645857,215.091807,286.737665,68.907715,0.000000,0.200000
1775016750019,0.275000,1,2.254080,28.092320,30.346400,71.745344,216.331696,288.077040,68.907715,0.000000,0.300000
1775016750063,0.319000,1,3.569805,27.999654,31.569459,71.937214,217.836625,289.773840,68.907715,0.000000,0.300000
1775016750117,0.373000,1,3.184284,27.725193,30.909477,72.079387,219.074502,291.153889,68.907715,0.000000,0.300000
1775016750162,0.418000,1,0.009080,0.027567,0.036647,72.079772,219.075672,291.155444,68.907715,0.000000,0.400000
1775016750204,0.460000,1,0.009127,0.027287,0.036414,72.080159,219.076831,291.156990,68.907715,0.000000,0.200000
1775016750247,0.503000,1,0.009173,0.026588,0.035762,72.080551,219.077964,291.158515,68.907715,36.000000,0.400000
1775016750289,0.545000,1,0.009127,0.026076,0.035203,72.080951,219.079108,291.160058,68.907715,36.000000,0.300000
1775016750333,0.589000,1,0.009127,0.024214,0.033340,72.081338,219.080135,291.161472,68.907715,36.000000,0.400000
1775016750376,0.632000,1,0.000651,0.000278,0.000930,72.081365,219.080146,291.161512,68.907715,36.000000,0.100000
1775016750418,0.674000,1,0.000278,0.000233,0.000511,72.081377,219.080156,291.161533,68.907715,36.000000,0.100000
1775016750460,0.716000,1,0.000278,0.000325,0.000604,72.081389,219.080170,291.161559,68.907715,99.000000,0.000000
1775016750502,0.758000,1,0.000278,0.000233,0.000511,72.081401,219.080180,291.161580,68.907715,99.000000,0.000000
1775016750544,0.800000,1,0.000278,0.000651,0.000930,72.081413,219.080208,291.161621,68.907715,99.000000,0.100000
1775016750588,0.844000,1,0.000278,0.000233,0.000511,72.081424,219.080218,291.161642,68.907715,99.000000,0.100000
1775016750630,0.886000,1,0.000278,0.000233,0.000511,72.081436,219.080228,291.161664,68.907715,99.000000,0.000000
1775016750672,0.928000,1,0.000651,0.000278,0.000930,72.081464,219.080239,291.161703,68.907715,37.000000,0.100000
1775016750714,0.970000,1,0.000278,0.000233,0.000511,72.081475,219.080249,291.161724,68.907715,37.000000,0.400000
1775016750756,1.012000,1,0.000278,0.000278,0.000557,72.081487,219.080261,291.161748,68.907715,37.000000,0.400000
1775016750799,1.055000,1,0.000233,0.000233,0.000465,72.081497,219.080271,291.161768,68.907715,37.000000,0.400000
1775016750841,1.097000,1,0.000278,0.002747,0.003025,72.081509,219.080386,291.161895,68.907715,37.000000,0.100000
1775016750883,1.139000,1,0.008568,0.005029,0.013597,72.081874,219.080601,291.162475,68.907715,0.000000,0.100000
1775016750925,1.181000,1,0.008801,0.000233,0.009033,72.082245,219.080611,291.162855,68.907715,0.000000,0.200000
1775016750967,1.223000,1,0.000651,0.000278,0.000930,72.082272,219.080622,291.162894,68.907715,0.000000,0.400000
1775016751010,1.266000,1,0.000278,0.000233,0.000511,72.082284,219.080632,291.162916,68.907715,0.000000,0.100000
1775016751052,1.308000,1,0.000278,0.000325,0.000604,72.082296,219.080646,291.162941,68.907715,0.000000,0.100000
1775016751094,1.350000,1,0.000278,0.000233,0.000511,72.082307,219.080656,291.162963,68.907715,0.000000,0.000000
1775016751136,1.392000,1,0.000278,0.000278,0.000557,72.082319,219.080667,291.162986,68.907715,0.000000,0.000000
1775016751178,1.434000,1,0.000651,0.000233,0.000884,72.082346,219.080677,291.163023,68.907715,0.000000,0.000000
