ts_unix_ms,t_since_start_s,phase,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,pcie_tx_util_pct,pcie_rx_util_pct,pcie_total_util_pct,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1775015653672,0.041000,seed,0.009545,0.004004,0.013550,0.036665,0.027661,0.064326,0.033000,0.014000,0.046000,68.606934,0.000000,0.700000
1775015653714,0.083000,seed,0.003492,0.009825,0.013317,0.036813,0.028077,0.064890,0.012000,0.033000,0.045000,68.849121,0.000000,0.800000
1775015653757,0.126000,seed,0.003585,0.009825,0.013410,0.036967,0.028500,0.065467,0.012000,0.033000,0.046000,68.849121,0.000000,0.800000
1775015653800,0.169000,seed,0.003213,0.009871,0.013084,0.037105,0.028924,0.066029,0.011000,0.034000,0.045000,68.849121,0.000000,0.900000
1775015653843,0.212000,seed,0.004284,0.004237,0.008521,0.037303,0.029120,0.066423,0.015000,0.014000,0.029000,68.849121,16.000000,0.800000
1775015653890,0.259000,seed,1.429953,0.008661,1.438614,0.098770,0.029493,0.128263,4.874000,0.030000,4.903000,68.849121,16.000000,0.800000
1775015653933,0.302000,seed,0.002934,0.008335,0.011269,0.098897,0.029852,0.128749,0.010000,0.028000,0.038000,68.849121,16.000000,0.800000
1775015653976,0.345000,seed,0.002701,0.008288,0.010989,0.099013,0.030209,0.129223,0.009000,0.028000,0.037000,68.849121,16.000000,0.600000
1775015654019,0.388000,seed,0.002701,0.008474,0.011175,0.099130,0.030574,0.129704,0.009000,0.029000,0.038000,68.849121,16.000000,0.700000
1775015654062,0.431000,seed,15.451246,0.012340,15.463586,0.777723,0.031116,0.808839,52.662000,0.042000,52.704000,68.849121,97.000000,0.600000
1775015654106,0.475000,seed,0.002887,0.008148,0.011035,0.777847,0.031468,0.809315,0.010000,0.028000,0.038000,68.849121,97.000000,0.600000
1775015654148,0.517000,seed,0.030454,0.008242,0.038695,0.780835,0.032276,0.813112,0.104000,0.028000,0.132000,68.849121,97.000000,0.700000
1775015654246,0.615000,seed,0.003213,0.005588,0.008801,0.780977,0.032522,0.813499,0.011000,0.019000,0.030000,68.849121,98.000000,0.600000
1775015654291,0.660000,seed,0.002654,0.007915,0.010570,0.781091,0.032862,0.813953,0.009000,0.027000,0.036000,68.849121,98.000000,0.500000
1775015654334,0.703000,seed,0.002561,0.007311,0.009871,0.781202,0.033179,0.814381,0.009000,0.025000,0.034000,68.849121,98.000000,0.500000
1775015654377,0.746000,seed,0.002467,0.007403,0.009871,0.781308,0.033498,0.814805,0.008000,0.025000,0.034000,68.849121,98.000000,0.500000
1775015654420,0.789000,seed,0.002514,0.007497,0.010011,0.781416,0.033821,0.815237,0.009000,0.026000,0.034000,68.849121,98.000000,0.600000
1775015654464,0.833000,seed,0.325962,0.006379,0.332341,0.795967,0.034106,0.830073,1.111000,0.022000,1.133000,68.849121,98.000000,0.500000
1775015654508,0.877000,seed,0.002701,0.008428,0.011128,0.796083,0.034468,0.830551,0.009000,0.029000,0.038000,68.849121,98.000000,0.400000
1775015654551,0.920000,seed,0.003632,0.007636,0.011268,0.796238,0.034792,0.831030,0.012000,0.026000,0.038000,68.849121,98.000000,0.200000
1775015654593,0.962000,seed,0.003026,0.007823,0.010849,0.796366,0.035124,0.831490,0.010000,0.027000,0.037000,68.849121,98.000000,0.600000
1775015654635,1.004000,seed,0.002887,0.007869,0.010756,0.796489,0.035458,0.831947,0.010000,0.027000,0.037000,68.849121,98.000000,0.600000
1775015654678,1.047000,seed,0.008801,0.014155,0.022956,0.796861,0.036057,0.832919,0.030000,0.048000,0.078000,68.849121,98.000000,0.600000
1775015654720,1.089000,seed,10.765762,0.011967,10.777729,1.252707,0.036564,1.289271,36.693000,0.041000,36.733000,68.849121,98.000000,0.800000
1775015654763,1.132000,seed,0.002887,0.008148,0.011035,1.252835,0.036927,1.289763,0.010000,0.028000,0.038000,68.849121,98.000000,0.600000
1775015654807,1.176000,seed,0.002561,0.007403,0.009964,1.252944,0.037241,1.290185,0.009000,0.025000,0.034000,68.849121,98.000000,0.600000
